profissao_atual,anos_experiencia,nivel_atual,objetivo_principal,area_interesse,tempo_disponivel_estudo,num_habilidades,habilidades_atuais,motivacao,score_adequacao
Gerente de Projetos,13,Sênior,Realocar Carreira,Desenvolvimento Web,10,3,"React,CSS,Python",8,100.0
Analista de Sistemas,7,Sênior,Realocar Carreira,Cloud Computing,20,5,"Azure,AWS,GCP,Containers,Serverless",7,100.0
Gerente de Projetos,11,Sênior,Realocar Carreira,Desenvolvimento Web,20,2,"JavaScript,CSS",7,100.0
Suporte Técnico,13,Sênior,Realocar Carreira,DevOps,15,3,"Kubernetes,Docker,CI/CD",8,100.0
Suporte Técnico,19,Sênior,Realocar Carreira,UX/UI Design,15,5,"Design Thinking,Sketch,Adobe XD,Prototipagem,Figma",6,100.0
DBA,18,Sênior,Atualizar Carreira,Data Science,5,5,"SQL,Python,Machine Learning,NumPy,Pandas",6,100.0
Desenvolvedor,8,Sênior,Realocar Carreira,Inteligência Artificial,5,5,"NLP,PyTorch,TensorFlow,Computer Vision,Python",9,100.0
DBA,10,Sênior,Realocar Carreira,UX/UI Design,20,5,"Adobe XD,Prototipagem,Design Thinking,Figma,Sketch",10,100.0
Desenvolvedor,10,Sênior,Realocar Carreira,Desenvolvimento Web,30,5,"HTML,Node.js,JavaScript,Python,React",10,100.0
Suporte Técnico,6,Pleno,Realocar Carreira,Inteligência Artificial,5,5,"NLP,Computer Vision,PyTorch,TensorFlow,Python",10,100.0
Gerente de Projetos,19,Sênior,Realocar Carreira,DevOps,10,5,"Linux,CI/CD,AWS,Kubernetes,Terraform",9,100.0
Gerente de Projetos,15,Sênior,Realocar Carreira,Mobile,20,2,"React Native,Android",8,100.0
Administrador de Redes,17,Sênior,Realocar Carreira,Data Science,15,4,"R,Estatística,Machine Learning,Pandas",9,100.0
QA Tester,14,Sênior,Atualizar Carreira,Segurança da Informação,10,5,"Firewall,OWASP,Pentest,Criptografia,SIEM",5,100.0
Analista de Sistemas,6,Pleno,Atualizar Carreira,Cloud Computing,25,2,"Azure,AWS",8,100.0
QA Tester,17,Sênior,Atualizar Carreira,Segurança da Informação,15,4,"Criptografia,SIEM,Pentest,OWASP",8,100.0
Administrador de Redes,18,Sênior,Realocar Carreira,Mobile,20,2,"React Native,Android",10,100.0
Administrador de Redes,19,Sênior,Atualizar Carreira,DevOps,15,2,"Linux,Git",5,100.0
Administrador de Redes,16,Sênior,Realocar Carreira,UX/UI Design,15,4,"Design Thinking,Adobe XD,Figma,Prototipagem",10,100.0
Desenvolvedor,13,Sênior,Realocar Carreira,Desenvolvimento Web,25,3,"CSS,HTML,JavaScript",7,100.0
Analista de Sistemas,7,Sênior,Realocar Carreira,Data Science,10,2,"Pandas,SQL",8,100.0
Desenvolvedor,16,Sênior,Realocar Carreira,Inteligência Artificial,20,4,"Python,PyTorch,TensorFlow,NLP",7,100.0
DBA,12,Sênior,Realocar Carreira,Segurança da Informação,15,2,"SIEM,OWASP",8,100.0
Designer,9,Sênior,Atualizar Carreira,Desenvolvimento Web,20,4,"Node.js,JavaScript,CSS,Java",6,100.0
Analista de Dados,19,Sênior,Realocar Carreira,Data Science,15,2,"Python,R",7,100.0
Suporte Técnico,11,Sênior,Realocar Carreira,Cloud Computing,20,5,"Serverless,GCP,Azure,AWS,Containers",7,100.0
Gerente de Projetos,0,Júnior,Realocar Carreira,Segurança da Informação,10,3,"Pentest,Criptografia,Firewall",10,99.97
Analista de Dados,8,Sênior,Atualizar Carreira,Inteligência Artificial,25,2,"Python,TensorFlow",6,100.0
DBA,2,Júnior,Atualizar Carreira,Cloud Computing,15,2,"Containers,Azure",9,100.0
QA Tester,13,Sênior,Realocar Carreira,Cloud Computing,20,2,"AWS,GCP",6,100.0
Analista de Dados,17,Sênior,Realocar Carreira,Inteligência Artificial,5,5,"Python,Computer Vision,NLP,TensorFlow,PyTorch",6,100.0
QA Tester,11,Sênior,Realocar Carreira,DevOps,15,5,"Docker,CI/CD,Terraform,Git,Linux",8,100.0
Desenvolvedor,9,Sênior,Atualizar Carreira,Desenvolvimento Web,20,2,"Python,Node.js",6,100.0
QA Tester,7,Sênior,Realocar Carreira,Data Science,15,2,"R,Pandas",10,100.0
QA Tester,17,Sênior,Realocar Carreira,Data Science,25,3,"Machine Learning,Estatística,R",7,100.0
Administrador de Redes,1,Júnior,Atualizar Carreira,DevOps,15,3,"Kubernetes,Terraform,Git",5,98.58
Analista de Dados,19,Sênior,Atualizar Carreira,Data Science,30,2,"Python,NumPy",9,100.0
Desenvolvedor,15,Sênior,Realocar Carreira,Mobile,10,4,"Android,Flutter,Swift,React Native",10,100.0
Analista de Sistemas,14,Sênior,Atualizar Carreira,Cloud Computing,15,5,"Serverless,Containers,Azure,AWS,GCP",7,100.0
DBA,0,Júnior,Realocar Carreira,Desenvolvimento Web,25,3,"HTML,React,Node.js",5,91.64
DBA,3,Pleno,Realocar Carreira,Inteligência Artificial,25,2,"NLP,Python",10,100.0
Analista de Sistemas,4,Pleno,Realocar Carreira,Inteligência Artificial,15,2,"Python,PyTorch",6,95.7
Analista de Sistemas,15,Sênior,Atualizar Carreira,Desenvolvimento Web,5,2,"React,JavaScript",8,100.0
DBA,16,Sênior,Atualizar Carreira,Data Science,15,5,"SQL,R,Machine Learning,Estatística,NumPy",6,100.0
QA Tester,9,Sênior,Realocar Carreira,Mobile,15,3,"Swift,iOS,Android",10,100.0
Suporte Técnico,11,Sênior,Realocar Carreira,DevOps,10,5,"CI/CD,Git,Linux,Terraform,AWS",5,100.0
Analista de Dados,15,Sênior,Realocar Carreira,Inteligência Artificial,30,3,"PyTorch,Computer Vision,NLP",8,100.0
QA Tester,14,Sênior,Realocar Carreira,Data Science,20,4,"R,Pandas,Estatística,NumPy",9,100.0
Designer,13,Sênior,Realocar Carreira,Cloud Computing,25,5,"Containers,Azure,Serverless,GCP,AWS",8,100.0
QA Tester,16,Sênior,Realocar Carreira,Segurança da Informação,20,5,"Firewall,OWASP,Pentest,SIEM,Criptografia",5,100.0
Suporte Técnico,2,Júnior,Realocar Carreira,UX/UI Design,10,5,"Design Thinking,Prototipagem,Figma,Adobe XD,Sketch",6,96.1
Suporte Técnico,0,Júnior,Realocar Carreira,Data Science,15,3,"R,Machine Learning,SQL",7,93.88
DBA,1,Júnior,Realocar Carreira,Data Science,10,2,"R,Estatística",5,84.15
Analista de Dados,17,Sênior,Realocar Carreira,Data Science,15,2,"Estatística,Machine Learning",9,100.0
Designer,15,Sênior,Realocar Carreira,DevOps,10,3,"Git,Linux,Kubernetes",8,98.38
Suporte Técnico,4,Pleno,Realocar Carreira,DevOps,30,4,"AWS,Terraform,CI/CD,Linux",8,100.0
Designer,0,Júnior,Realocar Carreira,Mobile,15,5,"Kotlin,iOS,Flutter,React Native,Android",9,100.0
QA Tester,19,Sênior,Realocar Carreira,Cloud Computing,10,4,"AWS,Serverless,Containers,GCP",6,100.0
QA Tester,0,Júnior,Realocar Carreira,Data Science,10,5,"R,Machine Learning,Estatística,NumPy,Pandas",5,89.35
Desenvolvedor,3,Pleno,Realocar Carreira,DevOps,30,5,"Kubernetes,Linux,Terraform,Git,Docker",7,100.0
Administrador de Redes,20,Sênior,Realocar Carreira,Segurança da Informação,20,2,"Pentest,OWASP",7,100.0
Desenvolvedor,18,Sênior,Atualizar Carreira,Desenvolvimento Web,25,3,"JavaScript,Java,Python",7,100.0
Analista de Dados,5,Pleno,Realocar Carreira,UX/UI Design,15,4,"Sketch,Prototipagem,Adobe XD,Design Thinking",9,100.0
Suporte Técnico,17,Sênior,Realocar Carreira,Mobile,5,2,"Swift,Kotlin",9,100.0
Analista de Dados,2,Júnior,Realocar Carreira,Segurança da Informação,20,4,"SIEM,Criptografia,Pentest,OWASP",5,96.1
Suporte Técnico,7,Sênior,Realocar Carreira,UX/UI Design,10,2,"Sketch,Figma",8,100.0
Gerente de Projetos,6,Pleno,Atualizar Carreira,DevOps,25,5,"Docker,Linux,Terraform,CI/CD,Kubernetes",8,100.0
QA Tester,8,Sênior,Realocar Carreira,Data Science,15,4,"Machine Learning,Python,NumPy,SQL",6,100.0
Analista de Sistemas,8,Sênior,Realocar Carreira,Cloud Computing,15,2,"Azure,Containers",8,100.0
Analista de Sistemas,0,Júnior,Atualizar Carreira,Data Science,20,2,"Estatística,SQL",10,100.0
QA Tester,19,Sênior,Realocar Carreira,Data Science,15,5,"R,SQL,Machine Learning,NumPy,Pandas",9,100.0
QA Tester,13,Sênior,Atualizar Carreira,Segurança da Informação,20,4,"Pentest,OWASP,Criptografia,Firewall",5,100.0
Gerente de Projetos,5,Pleno,Realocar Carreira,Mobile,15,3,"iOS,Swift,Android",7,100.0
Desenvolvedor,19,Sênior,Atualizar Carreira,Desenvolvimento Web,20,2,"CSS,Python",6,100.0
Desenvolvedor,0,Júnior,Realocar Carreira,Desenvolvimento Web,20,4,"React,Node.js,JavaScript,Python",9,99.55
Analista de Dados,4,Pleno,Atualizar Carreira,Inteligência Artificial,20,4,"NLP,Computer Vision,TensorFlow,PyTorch",5,100.0
Gerente de Projetos,6,Pleno,Atualizar Carreira,Cloud Computing,15,4,"Containers,GCP,Azure,Serverless",7,100.0
Desenvolvedor,11,Sênior,Atualizar Carreira,DevOps,15,5,"Kubernetes,Git,Terraform,CI/CD,Docker",5,100.0
DBA,17,Sênior,Atualizar Carreira,Data Science,15,2,"Pandas,R",6,100.0
Administrador de Redes,12,Sênior,Realocar Carreira,Inteligência Artificial,10,3,"Computer Vision,NLP,TensorFlow",5,100.0
Suporte Técnico,8,Sênior,Realocar Carreira,Inteligência Artificial,5,4,"TensorFlow,NLP,Computer Vision,Python",5,100.0
Analista de Dados,8,Sênior,Atualizar Carreira,Cloud Computing,20,2,"Serverless,GCP",9,100.0
Designer,1,Júnior,Realocar Carreira,UX/UI Design,10,4,"Figma,Prototipagem,Design Thinking,Adobe XD",5,100.0
QA Tester,7,Sênior,Realocar Carreira,Cloud Computing,10,4,"Containers,GCP,Azure,Serverless",5,100.0
Administrador de Redes,9,Sênior,Realocar Carreira,DevOps,15,4,"Linux,Kubernetes,Terraform,AWS",8,100.0
Designer,4,Pleno,Realocar Carreira,Cloud Computing,15,5,"AWS,Azure,Containers,GCP,Serverless",8,100.0
Administrador de Redes,18,Sênior,Realocar Carreira,Segurança da Informação,15,3,"SIEM,Pentest,Criptografia",7,100.0
QA Tester,12,Sênior,Realocar Carreira,DevOps,10,5,"Docker,CI/CD,Git,Linux,Kubernetes",7,100.0
Analista de Dados,16,Sênior,Realocar Carreira,Mobile,15,5,"Android,iOS,Kotlin,Flutter,React Native",10,100.0
DBA,18,Sênior,Realocar Carreira,Inteligência Artificial,20,5,"Python,Computer Vision,NLP,PyTorch,TensorFlow",6,100.0
Analista de Sistemas,8,Sênior,Realocar Carreira,Mobile,5,3,"Swift,Flutter,Android",5,97.99
Gerente de Projetos,9,Sênior,Atualizar Carreira,Cloud Computing,25,5,"AWS,Azure,Serverless,GCP,Containers",9,100.0
Desenvolvedor,6,Pleno,Realocar Carreira,Segurança da Informação,15,2,"Pentest,OWASP",10,100.0
Designer,15,Sênior,Realocar Carreira,Cloud Computing,20,2,"Containers,Azure",6,100.0
DBA,5,Pleno,Realocar Carreira,Mobile,5,5,"Android,React Native,Kotlin,Flutter,Swift",9,100.0
Suporte Técnico,0,Júnior,Atualizar Carreira,Segurança da Informação,20,4,"Criptografia,Pentest,SIEM,OWASP",5,100.0
Analista de Dados,11,Sênior,Realocar Carreira,Inteligência Artificial,20,2,"NLP,PyTorch",8,100.0
Administrador de Redes,2,Júnior,Realocar Carreira,DevOps,10,2,"Terraform,Git",9,83.78
Analista de Sistemas,10,Sênior,Realocar Carreira,Cloud Computing,20,3,"AWS,Serverless,Azure",7,100.0
Administrador de Redes,3,Pleno,Realocar Carreira,Mobile,15,5,"Flutter,React Native,Kotlin,Swift,Android",7,100.0
Gerente de Projetos,4,Pleno,Atualizar Carreira,DevOps,15,2,"AWS,Linux",6,100.0
Gerente de Projetos,18,Sênior,Realocar Carreira,Cloud Computing,25,2,"Containers,Serverless",8,100.0
QA Tester,7,Sênior,Realocar Carreira,Data Science,15,4,"Pandas,R,Machine Learning,NumPy",6,100.0
Analista de Dados,8,Sênior,Realocar Carreira,Inteligência Artificial,5,2,"Computer Vision,NLP",10,99.4
Suporte Técnico,17,Sênior,Realocar Carreira,Desenvolvimento Web,5,3,"Node.js,React,Python",9,100.0
Analista de Sistemas,10,Sênior,Realocar Carreira,Inteligência Artificial,15,2,"TensorFlow,Computer Vision",8,100.0
Gerente de Projetos,12,Sênior,Realocar Carreira,Cloud Computing,20,2,"Containers,Azure",7,100.0
Desenvolvedor,12,Sênior,Atualizar Carreira,Desenvolvimento Web,20,5,"CSS,HTML,React,Node.js,Python",5,100.0
Administrador de Redes,16,Sênior,Atualizar Carreira,Segurança da Informação,15,2,"SIEM,Criptografia",8,100.0
Desenvolvedor,2,Júnior,Realocar Carreira,UX/UI Design,20,2,"Prototipagem,Sketch",9,94.72
Gerente de Projetos,14,Sênior,Realocar Carreira,DevOps,15,2,"Linux,CI/CD",5,100.0
Suporte Técnico,1,Júnior,Realocar Carreira,Data Science,20,5,"Python,Estatística,Machine Learning,NumPy,R",7,100.0
Suporte Técnico,6,Pleno,Realocar Carreira,Mobile,30,5,"Flutter,iOS,Swift,React Native,Kotlin",10,100.0
QA Tester,4,Pleno,Realocar Carreira,DevOps,25,4,"Kubernetes,CI/CD,Linux,Terraform",5,100.0
Gerente de Projetos,9,Sênior,Realocar Carreira,UX/UI Design,20,4,"Sketch,Figma,Adobe XD,Prototipagem",9,100.0
Gerente de Projetos,8,Sênior,Atualizar Carreira,Data Science,15,2,"Python,Pandas",5,100.0
Suporte Técnico,17,Sênior,Atualizar Carreira,Cloud Computing,20,2,"Serverless,GCP",8,100.0
Administrador de Redes,1,Júnior,Atualizar Carreira,DevOps,20,4,"Docker,Git,CI/CD,AWS",6,100.0
Designer,11,Sênior,Realocar Carreira,Cloud Computing,20,5,"GCP,Containers,Serverless,AWS,Azure",7,100.0
Analista de Dados,7,Sênior,Atualizar Carreira,Inteligência Artificial,15,2,"TensorFlow,NLP",10,100.0
Analista de Sistemas,2,Júnior,Realocar Carreira,Segurança da Informação,15,5,"Firewall,Criptografia,OWASP,SIEM,Pentest",6,96.63
QA Tester,4,Pleno,Realocar Carreira,Mobile,10,2,"Kotlin,Flutter",9,100.0
QA Tester,0,Júnior,Realocar Carreira,Mobile,20,3,"Swift,React Native,Flutter",7,96.68
Analista de Sistemas,1,Júnior,Atualizar Carreira,Data Science,20,4,"NumPy,Machine Learning,SQL,Estatística",6,100.0
Administrador de Redes,16,Sênior,Atualizar Carreira,DevOps,20,5,"Terraform,Git,AWS,Linux,Kubernetes",9,100.0
DBA,5,Pleno,Atualizar Carreira,Cloud Computing,10,3,"Containers,Azure,GCP",6,100.0
Administrador de Redes,11,Sênior,Realocar Carreira,Mobile,25,3,"Android,iOS,Kotlin",9,100.0
Desenvolvedor,10,Sênior,Realocar Carreira,Mobile,10,4,"Android,iOS,Flutter,Swift",6,100.0
Designer,20,Sênior,Realocar Carreira,Desenvolvimento Web,5,4,"React,Java,HTML,CSS",8,100.0
Gerente de Projetos,1,Júnior,Atualizar Carreira,DevOps,20,3,"Kubernetes,Terraform,Git",10,100.0
QA Tester,9,Sênior,Realocar Carreira,Segurança da Informação,30,3,"OWASP,Pentest,SIEM",5,100.0
DBA,3,Pleno,Atualizar Carreira,DevOps,10,3,"Terraform,Docker,AWS",7,100.0
Administrador de Redes,1,Júnior,Realocar Carreira,Desenvolvimento Web,25,3,"React,HTML,Node.js",7,100.0
QA Tester,7,Sênior,Realocar Carreira,Mobile,25,2,"Kotlin,Flutter",5,100.0
Analista de Dados,14,Sênior,Realocar Carreira,DevOps,5,2,"Git,AWS",9,96.69
Desenvolvedor,5,Pleno,Atualizar Carreira,Mobile,10,2,"Kotlin,Flutter",10,100.0
Desenvolvedor,2,Júnior,Atualizar Carreira,Desenvolvimento Web,15,3,"React,CSS,Node.js",6,99.13
QA Tester,15,Sênior,Realocar Carreira,Mobile,20,2,"Swift,React Native",9,100.0
Desenvolvedor,2,Júnior,Realocar Carreira,Desenvolvimento Web,15,4,"HTML,React,Node.js,CSS",9,91.88
Designer,20,Sênior,Realocar Carreira,Segurança da Informação,10,2,"Criptografia,Pentest",10,100.0
Designer,14,Sênior,Realocar Carreira,UX/UI Design,15,4,"Figma,Adobe XD,Prototipagem,Design Thinking",8,100.0
DBA,15,Sênior,Realocar Carreira,Cloud Computing,20,5,"GCP,AWS,Azure,Serverless,Containers",7,100.0
QA Tester,11,Sênior,Realocar Carreira,Cloud Computing,20,2,"Containers,Serverless",10,100.0
Suporte Técnico,8,Sênior,Atualizar Carreira,Segurança da Informação,5,2,"Criptografia,OWASP",9,100.0
Analista de Dados,8,Sênior,Atualizar Carreira,Cloud Computing,20,4,"Containers,Azure,Serverless,AWS",6,100.0
Suporte Técnico,9,Sênior,Atualizar Carreira,DevOps,15,5,"Git,AWS,Terraform,Docker,CI/CD",6,100.0
Analista de Dados,8,Sênior,Realocar Carreira,Segurança da Informação,20,4,"Criptografia,OWASP,Pentest,Firewall",10,100.0
QA Tester,18,Sênior,Atualizar Carreira,Segurança da Informação,10,2,"Pentest,Firewall",8,100.0
Analista de Dados,2,Júnior,Realocar Carreira,Data Science,25,4,"SQL,NumPy,Estatística,R",9,100.0
Designer,11,Sênior,Atualizar Carreira,Mobile,10,3,"Kotlin,Swift,React Native",6,100.0
Suporte Técnico,17,Sênior,Atualizar Carreira,Segurança da Informação,15,2,"SIEM,Firewall",8,100.0
Administrador de Redes,19,Sênior,Realocar Carreira,Desenvolvimento Web,10,3,"Python,CSS,React",7,100.0
Suporte Técnico,15,Sênior,Realocar Carreira,UX/UI Design,15,3,"Sketch,Prototipagem,Figma",5,100.0
Suporte Técnico,0,Júnior,Atualizar Carreira,DevOps,20,4,"Linux,Docker,CI/CD,AWS",7,100.0
DBA,6,Pleno,Realocar Carreira,UX/UI Design,10,4,"Sketch,Prototipagem,Adobe XD,Figma",8,100.0
Administrador de Redes,12,Sênior,Realocar Carreira,Segurança da Informação,20,3,"OWASP,Pentest,Firewall",7,100.0
Gerente de Projetos,3,Pleno,Realocar Carreira,UX/UI Design,25,4,"Design Thinking,Sketch,Adobe XD,Figma",9,100.0
Gerente de Projetos,19,Sênior,Realocar Carreira,UX/UI Design,5,5,"Design Thinking,Adobe XD,Prototipagem,Figma,Sketch",7,100.0
DBA,19,Sênior,Realocar Carreira,Inteligência Artificial,20,5,"Python,PyTorch,TensorFlow,NLP,Computer Vision",6,100.0
Desenvolvedor,4,Pleno,Realocar Carreira,Segurança da Informação,15,5,"Criptografia,SIEM,OWASP,Firewall,Pentest",7,100.0
Suporte Técnico,3,Pleno,Realocar Carreira,Segurança da Informação,20,2,"Criptografia,OWASP",9,100.0
DBA,13,Sênior,Realocar Carreira,Desenvolvimento Web,20,4,"CSS,React,Python,Node.js",5,100.0
DBA,2,Júnior,Atualizar Carreira,Data Science,30,4,"Estatística,Machine Learning,R,NumPy",7,100.0
Analista de Sistemas,0,Júnior,Realocar Carreira,Mobile,10,5,"React Native,iOS,Kotlin,Flutter,Android",5,93.12
Analista de Dados,20,Sênior,Atualizar Carreira,Inteligência Artificial,15,5,"Computer Vision,TensorFlow,PyTorch,NLP,Python",9,100.0
Desenvolvedor,20,Sênior,Atualizar Carreira,Desenvolvimento Web,10,2,"CSS,Java",10,100.0
Gerente de Projetos,15,Sênior,Realocar Carreira,DevOps,20,2,"Kubernetes,CI/CD",6,100.0
Designer,6,Pleno,Realocar Carreira,UX/UI Design,30,3,"Adobe XD,Figma,Prototipagem",9,100.0
Analista de Dados,18,Sênior,Realocar Carreira,Segurança da Informação,10,3,"OWASP,Firewall,SIEM",9,100.0
QA Tester,20,Sênior,Realocar Carreira,Desenvolvimento Web,15,3,"JavaScript,Python,HTML",6,100.0
Desenvolvedor,11,Sênior,Realocar Carreira,UX/UI Design,10,5,"Figma,Adobe XD,Prototipagem,Design Thinking,Sketch",10,100.0
Desenvolvedor,11,Sênior,Realocar Carreira,Segurança da Informação,30,5,"SIEM,Pentest,Firewall,Criptografia,OWASP",9,100.0
Designer,8,Sênior,Realocar Carreira,Desenvolvimento Web,20,5,"Java,CSS,HTML,Node.js,Python",8,100.0
Administrador de Redes,8,Sênior,Realocar Carreira,Mobile,10,3,"iOS,Kotlin,Android",9,100.0
Designer,17,Sênior,Realocar Carreira,Mobile,10,4,"Flutter,Android,iOS,Kotlin",5,100.0
Administrador de Redes,8,Sênior,Realocar Carreira,Cloud Computing,15,5,"Serverless,AWS,Containers,Azure,GCP",7,100.0
Designer,12,Sênior,Realocar Carreira,Desenvolvimento Web,15,4,"React,HTML,Python,JavaScript",10,100.0
Administrador de Redes,14,Sênior,Realocar Carreira,Data Science,25,4,"Machine Learning,SQL,R,Python",7,100.0
DBA,13,Sênior,Atualizar Carreira,Cloud Computing,5,4,"GCP,Azure,Serverless,AWS",7,100.0
Suporte Técnico,17,Sênior,Atualizar Carreira,DevOps,15,3,"Linux,Terraform,Docker",10,100.0
QA Tester,12,Sênior,Atualizar Carreira,Segurança da Informação,25,4,"Firewall,Pentest,OWASP,SIEM",9,100.0
Administrador de Redes,8,Sênior,Realocar Carreira,Inteligência Artificial,15,4,"Computer Vision,PyTorch,TensorFlow,NLP",9,100.0
QA Tester,10,Sênior,Atualizar Carreira,Desenvolvimento Web,10,2,"HTML,Java",6,100.0
QA Tester,5,Pleno,Realocar Carreira,Mobile,25,3,"Kotlin,Android,React Native",6,100.0
QA Tester,13,Sênior,Atualizar Carreira,Desenvolvimento Web,15,4,"React,Node.js,HTML,Python",7,100.0
Desenvolvedor,14,Sênior,Realocar Carreira,Mobile,15,3,"Kotlin,React Native,Flutter",8,100.0
DBA,9,Sênior,Atualizar Carreira,Cloud Computing,5,3,"Serverless,Containers,GCP",8,100.0
Administrador de Redes,16,Sênior,Atualizar Carreira,Cloud Computing,10,3,"Azure,GCP,Containers",10,100.0
DBA,10,Sênior,Atualizar Carreira,Cloud Computing,20,2,"AWS,Serverless",5,100.0
Desenvolvedor,11,Sênior,Atualizar Carreira,DevOps,15,5,"Terraform,Git,AWS,Docker,CI/CD",6,100.0
Suporte Técnico,7,Sênior,Realocar Carreira,Cloud Computing,15,3,"Azure,Serverless,Containers",8,100.0
Analista de Sistemas,14,Sênior,Atualizar Carreira,Desenvolvimento Web,10,4,"Java,CSS,React,Python",8,100.0
Gerente de Projetos,4,Pleno,Atualizar Carreira,Data Science,15,4,"NumPy,Estatística,SQL,R",10,100.0
Gerente de Projetos,19,Sênior,Realocar Carreira,UX/UI Design,10,3,"Adobe XD,Design Thinking,Sketch",7,100.0
Analista de Dados,11,Sênior,Atualizar Carreira,Inteligência Artificial,10,3,"Python,Computer Vision,TensorFlow",8,100.0
DBA,18,Sênior,Realocar Carreira,Data Science,20,2,"NumPy,Pandas",10,100.0
Suporte Técnico,19,Sênior,Realocar Carreira,Data Science,15,3,"Machine Learning,Pandas,SQL",10,100.0
DBA,13,Sênior,Atualizar Carreira,Cloud Computing,10,2,"Containers,GCP",7,100.0
Desenvolvedor,13,Sênior,Realocar Carreira,Mobile,15,5,"React Native,iOS,Flutter,Kotlin,Android",10,100.0
Gerente de Projetos,12,Sênior,Atualizar Carreira,DevOps,15,5,"AWS,Linux,Docker,Git,Kubernetes",9,100.0
DBA,20,Sênior,Atualizar Carreira,Data Science,15,2,"Pandas,SQL",8,100.0
Administrador de Redes,17,Sênior,Atualizar Carreira,Cloud Computing,25,3,"Azure,Serverless,AWS",8,100.0
DBA,13,Sênior,Realocar Carreira,DevOps,20,3,"Git,AWS,Linux",10,100.0
Analista de Dados,2,Júnior,Atualizar Carreira,Cloud Computing,10,4,"Containers,Serverless,GCP,AWS",6,100.0
Desenvolvedor,10,Sênior,Atualizar Carreira,Desenvolvimento Web,5,3,"HTML,JavaScript,Node.js",8,100.0
Analista de Sistemas,3,Pleno,Realocar Carreira,Inteligência Artificial,15,4,"TensorFlow,Computer Vision,PyTorch,Python",10,100.0
Analista de Dados,0,Júnior,Realocar Carreira,Mobile,15,2,"Android,React Native",7,94.14
Administrador de Redes,11,Sênior,Realocar Carreira,Data Science,20,5,"SQL,Python,Estatística,Machine Learning,R",5,100.0
Desenvolvedor,11,Sênior,Atualizar Carreira,Desenvolvimento Web,5,2,"Node.js,React",10,100.0
Analista de Dados,3,Pleno,Realocar Carreira,Cloud Computing,10,3,"GCP,Azure,AWS",5,98.17
Suporte Técnico,1,Júnior,Realocar Carreira,DevOps,15,4,"Linux,Kubernetes,Docker,Terraform",6,87.78
Analista de Dados,1,Júnior,Atualizar Carreira,Data Science,15,3,"Python,Machine Learning,SQL",8,100.0
Administrador de Redes,14,Sênior,Atualizar Carreira,DevOps,15,2,"Terraform,Linux",7,100.0
Desenvolvedor,14,Sênior,Realocar Carreira,UX/UI Design,15,2,"Sketch,Figma",8,100.0
Administrador de Redes,12,Sênior,Atualizar Carreira,Cloud Computing,15,5,"AWS,Azure,GCP,Containers,Serverless",7,100.0
Suporte Técnico,18,Sênior,Realocar Carreira,Inteligência Artificial,5,2,"PyTorch,TensorFlow",9,100.0
Designer,19,Sênior,Realocar Carreira,Mobile,20,2,"iOS,Swift",8,100.0
Gerente de Projetos,0,Júnior,Realocar Carreira,Desenvolvimento Web,15,4,"HTML,Python,React,Node.js",8,97.26
QA Tester,19,Sênior,Realocar Carreira,Desenvolvimento Web,15,5,"HTML,React,CSS,JavaScript,Node.js",6,100.0
Analista de Sistemas,19,Sênior,Realocar Carreira,Desenvolvimento Web,20,5,"Python,JavaScript,React,Java,Node.js",8,100.0
QA Tester,8,Sênior,Realocar Carreira,UX/UI Design,15,5,"Figma,Sketch,Design Thinking,Prototipagem,Adobe XD",7,100.0
Desenvolvedor,14,Sênior,Realocar Carreira,Inteligência Artificial,10,3,"TensorFlow,Python,NLP",8,100.0
DBA,15,Sênior,Realocar Carreira,Data Science,10,5,"Machine Learning,Estatística,R,Pandas,Python",7,100.0
DBA,18,Sênior,Atualizar Carreira,DevOps,5,2,"Linux,Git",6,100.0
Designer,12,Sênior,Atualizar Carreira,Desenvolvimento Web,30,5,"Java,Python,HTML,CSS,React",6,100.0
Administrador de Redes,19,Sênior,Realocar Carreira,Cloud Computing,15,3,"Azure,AWS,Containers",6,100.0
Analista de Sistemas,5,Pleno,Atualizar Carreira,Desenvolvimento Web,20,2,"Python,Java",8,100.0
DBA,0,Júnior,Atualizar Carreira,DevOps,20,4,"CI/CD,Docker,Git,Terraform",9,100.0
Gerente de Projetos,0,Júnior,Atualizar Carreira,Cloud Computing,15,3,"GCP,Azure,Containers",9,100.0
Desenvolvedor,9,Sênior,Atualizar Carreira,DevOps,15,2,"Docker,Git",9,100.0
Analista de Sistemas,9,Sênior,Realocar Carreira,Segurança da Informação,15,4,"Criptografia,OWASP,Firewall,SIEM",6,100.0
Suporte Técnico,1,Júnior,Realocar Carreira,UX/UI Design,15,2,"Prototipagem,Design Thinking",5,90.93
Analista de Sistemas,4,Pleno,Atualizar Carreira,Data Science,25,3,"Estatística,Pandas,R",7,100.0
Suporte Técnico,20,Sênior,Realocar Carreira,UX/UI Design,5,3,"Prototipagem,Adobe XD,Design Thinking",7,97.86
QA Tester,4,Pleno,Atualizar Carreira,DevOps,5,2,"CI/CD,Linux",10,100.0
Administrador de Redes,19,Sênior,Atualizar Carreira,Segurança da Informação,20,3,"Pentest,OWASP,Criptografia",5,100.0
Analista de Dados,9,Sênior,Realocar Carreira,Inteligência Artificial,15,4,"NLP,PyTorch,TensorFlow,Computer Vision",7,100.0
